gene,Start,End,EcoCyc accession,locus_tag,30C_1_m,30C_1_f,te_1,30C_2_m,30C_2_f,te_2,30C_3_m,30C_3_f,te_3
yjbI,4248978,4250306,ECK4030,b4038,1.4,0.0,0.0,0.7,0.0,0.0,0.9,0.0,0.0
yjbJ,4257260,4257469,ECK4037,b4045,81.4,81.6,1.0,106.9,35.9,0.3,183.7,63.6,0.3
yjbL,4258344,4258598,ECK4039,b4047,1.8,0.0,0.0,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
yjbM,4258622,4259329,ECK4040,b4048,0.6,1.9,3.0,4.0,1.2,0.3,2.2,4.4,1.9
yjbQ,4268261,4268677,ECK4048,b4056,66.9,71.9,1.1,62.8,22.1,0.4,53.4,22.2,0.4
yjbR,4268681,4269037,ECK4049,b4057,52.9,108.0,2.0,34.1,75.0,2.2,42.3,54.7,1.3
yjbS,4267035,4266832,ECK4429,b4621,0.0,1.0,#DIV/0!,0.0,0.0,#DIV/0!,1.9,0.0,0.0
yjbT,4238078,4237800,ECK4428,b4620,3.2,0.0,0.0,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
yjcB,4273064,4272783,ECK4052,b4060,39.9,44.2,1.1,69.6,80.1,1.2,57.8,51.0,0.9
yjcC,4273494,4275080,ECK4053,b4061,4.5,4.7,1.0,2.4,2.1,0.9,3.0,1.3,0.4
yjcE,4278003,4279652,ECK4058,b4065,55.6,54.2,1.0,40.8,25.4,0.6,45.3,34.9,0.8
yjcF,4281098,4279806,ECK4059,b4066,1.0,0.6,0.6,2.2,0.0,0.0,1.2,0.0,0.0
yjcH,4283236,4282922,ECK4061,b4068,4.3,1.9,0.4,0.0,5.3,#DIV/0!,2.5,0.0,0.0
yjcO,4295148,4294459,ECK4071,b4078,30.0,22.9,0.8,19.0,12.1,0.6,25.4,26.8,1.1
yjcS,4304620,4302635,ECK4076,b4083,1.8,0.0,0.0,0.5,0.4,0.9,0.8,0.0,0.0
yjcZ,4327383,4328261,ECK4103,b4110,120.3,46.5,0.4,94.7,24.8,0.3,121.7,31.6,0.3
yjdC,4361331,4360756,ECK4129,b4135,60.1,41.6,0.7,61.7,36.3,0.6,50.4,41.0,0.8
yjdF,4343581,4342952,ECK4114,b4121,12.1,18.5,1.5,5.9,15.9,2.7,8.2,11.4,1.4
yjdI,4349866,4350096,ECK4119,b4126,21.4,21.1,1.0,8.1,7.2,0.9,1.7,4.4,2.6
yjdJ,4350108,4350380,ECK4120,b4127,28.0,30.7,1.1,6.9,9.2,1.3,2.9,3.8,1.3
yjdL,4354434,4352977,ECK4124,b4130,6.5,1.9,0.3,6.4,0.6,0.1,4.6,5.6,1.2
yjdM,4324757,4324422,ECK4101,b4108,72.3,678.5,9.4,80.7,655.2,8.1,76.9,501.5,6.5
yjdN,4323764,4323321,ECK4100,b4107,1.0,0.4,0.4,2.1,0.0,0.0,0.9,2.3,2.6
yjdP,4311891,4312220,ECK4084,b4487,34.1,44.8,1.3,53.9,58.3,1.1,50.6,40.5,0.8
yjeF,4392089,4393636,ECK4163,b4167,34.9,25.9,0.7,39.9,11.9,0.3,41.1,22.6,0.5
yjeH,4368435,4367179,ECK4135,b4141,17.9,8.7,0.5,17.9,6.0,0.3,19.6,13.1,0.7
yjeI,4370832,4371185,ECK4138,b4144,435.9,1123.1,2.6,396.3,681.0,1.7,361.7,685.0,1.9
yjeJ,4372257,4371388,ECK4139,b4145,7.8,7.4,1.0,11.8,1.9,0.2,7.8,3.5,0.5
yjeM,4381862,4383364,ECK4152,b4156,7.8,2.3,0.3,8.7,4.5,0.5,10.1,2.1,0.2
yjeN,4383416,4383730,ECK4153,b4157,4.3,2.5,0.6,14.8,0.0,0.0,5.0,0.0,0.0
yjeO,4383727,4384041,ECK4154,b4158,4.3,0.6,0.1,3.0,2.7,0.9,6.3,3.3,0.5
yjeT,4402409,4402606,ECK4172,b4176,34.1,78.7,2.3,28.3,101.5,3.6,16.1,67.5,4.2
yjeV,4390915,4390968,ECK4485,b4670,0.0,0.0,#DIV/0!,52.0,0.0,0.0,14.7,0.0,0.0
yjfC,4411051,4412214,ECK4182,b4186,1.5,0.5,0.3,1.6,0.0,0.0,2.7,0.0,0.0
yjfF,4451606,4452601,ECK4226,b4231,5.0,1.6,0.3,1.9,2.5,1.3,4.8,5.2,1.1
yjfI,4408156,4408557,ECK4177,b4181,3.4,1.0,0.3,0.0,0.0,#DIV/0!,2.0,0.0,0.0
yjfJ,4408576,4409274,ECK4178,b4182,2.6,0.8,0.3,6.7,2.4,0.4,3.4,4.4,1.3
yjfK,4409325,4409984,ECK4179,b4183,3.4,0.0,0.0,1.4,0.0,0.0,3.0,0.0,0.0
yjfL,4410002,4410400,ECK4180,b4184,1.1,0.0,0.0,0.0,0.0,#DIV/0!,1.0,0.0,0.0
yjfM,4410410,4411048,ECK4181,b4185,1.4,0.0,0.0,4.4,0.0,0.0,4.4,0.0,0.0
yjfN,4414315,4414040,ECK4184,b4188,6.5,2.8,0.4,23.7,3.0,0.1,4.3,0.0,0.0
yjfP,4414975,4415724,ECK4186,b4190,22.8,56.9,2.5,17.5,40.2,2.3,12.2,30.1,2.5
yjfY,4422814,4422539,ECK4195,b4199,3.3,1.4,0.4,3.4,0.0,0.0,1.4,3.7,2.6
yjfZ,4425445,4424651,ECK4200,b4204,1.1,7.6,6.7,3.5,6.3,1.8,4.0,0.0,0.0
yjgA,4455888,4455337,ECK4229,b4234,390.4,456.1,1.2,488.0,553.5,1.1,612.3,787.4,1.3
yjgH,4471232,4470837,ECK4242,b4248,4.5,6.9,1.5,2.4,8.5,3.6,3.0,10.4,3.4
yjgL,4473460,4475274,ECK4246,b4253,4.7,4.2,0.9,2.1,1.8,0.9,4.4,0.6,0.1
yjgM,4477560,4477057,ECK4249,b4256,52.7,117.8,2.2,50.1,106.3,2.1,41.0,130.5,3.2
yjgN,4477753,4478949,ECK4250,b4257,1.9,0.7,0.3,2.3,0.0,0.0,2.3,1.7,0.7
yjgR,4488086,4486584,ECK4256,b4263,19.8,16.3,0.8,15.6,10.6,0.7,9.8,10.3,1.0
yjgW,4497622,4497957,ECK4265,b4274,0.0,0.6,#DIV/0!,2.8,0.0,0.0,5.9,0.0,0.0
yjgZ,4499283,4499612,ECK4267,b4277,0.0,0.0,#DIV/0!,5.7,0.0,0.0,0.0,0.0,#DIV/0!
yjhB,4502081,4503298,ECK4269,b4279,4.1,3.8,0.9,5.4,2.7,0.5,4.2,1.7,0.4
yjhC,4503310,4504428,ECK4270,b4280,9.6,27.5,2.8,4.2,15.0,3.6,8.9,25.7,2.9
yjhD,4504879,4504649,ECK4271,b4281,9.7,0.0,0.0,12.1,0.0,0.0,8.6,0.0,0.0
yjhF,4520043,4518694,ECK4285,b4296,2.7,0.1,0.1,1.4,0.6,0.4,2.9,1.5,0.5
yjhG,4522117,4520150,ECK4286,b4297,7.3,4.1,0.6,6.7,3.4,0.5,5.3,1.0,0.2
yjhH,4523033,4522128,ECK4287,b4298,3.0,5.2,1.7,0.0,1.8,#DIV/0!,2.6,3.4,1.3
yjhI,4523826,4523038,ECK4288,b4299,2.9,0.2,0.1,0.0,0.0,#DIV/0!,0.5,0.0,0.0
yjhP,4531206,4530460,ECK4296,b4306,4.8,9.9,2.1,10.0,4.5,0.4,5.3,6.9,1.3
yjhQ,4531807,4531262,ECK4297,b4307,3.3,8.9,2.7,6.9,7.7,1.1,2.2,7.5,3.4
yjhR,4533038,4534054,ECK4299,b4308,4.0,1.1,0.3,5.5,0.8,0.1,5.5,0.0,0.0
yjhU,4518347,4517361,ECK4284,b4295,119.9,98.6,0.8,77.7,43.2,0.6,85.8,55.2,0.6
yjhV,4507743,4508156,ECK4276,b4286,6.5,1.4,0.2,4.5,0.0,0.0,1.0,2.5,2.6
yjhX,4532076,4531819,ECK4298,b4566,0.0,0.8,#DIV/0!,3.6,0.0,0.0,0.0,4.0,#DIV/0!
yjiA,4586888,4585932,ECK4342,b4352,45.1,88.7,2.0,24.4,48.1,2.0,25.8,45.1,1.8
yjiC,4554343,4553513,ECK4316,b4325,1.6,1.6,1.0,1.1,0.0,0.0,1.4,1.2,0.9
yjiG,4558023,4557562,ECK4320,b4329,15.6,0.8,0.1,18.2,5.4,0.3,18.9,6.7,0.4
yjiH,4558703,4558020,ECK4321,b4330,2.0,0.6,0.3,4.1,2.4,0.6,0.6,1.5,2.6
yjiJ,4560698,4559520,ECK4323,b4332,1.1,1.2,1.0,4.8,0.7,0.1,2.7,3.5,1.3
yjiK,4561734,4560766,ECK4324,b4333,2.3,2.8,1.2,2.9,1.7,0.6,3.3,5.3,1.6
yjiL,4562712,4561945,ECK4325,b4334,5.3,2.0,0.4,2.4,0.0,0.0,2.6,2.7,1.0
yjiM,4563873,4562722,ECK4326,b4335,9.4,17.1,1.8,5.7,1.5,0.3,2.8,0.9,0.3
yjiN,4565269,4563989,ECK4327,b4336,9.8,6.2,0.6,4.4,7.2,1.6,9.3,11.2,1.2
yjiP,4567021,4567332,ECK4329,b4338,2.9,0.6,0.2,3.0,0.0,0.0,3.8,6.6,1.7
yjiQ,4567381,4567941,ECK4330,b4339,10.4,31.2,3.0,13.3,4.5,0.3,6.4,16.5,2.6
yjiR,4569597,4568185,ECK4331,b4340,12.7,10.6,0.8,21.2,8.9,0.4,22.0,8.7,0.4
yjiS,4569774,4569938,ECK4332,b4341,0.0,0.0,#DIV/0!,5.7,0.0,0.0,2.4,6.2,2.6
yjiT,4570437,4571954,ECK4333,b4342,17.5,16.3,0.9,14.8,14.3,1.0,12.6,8.8,0.7
yjiX,4587102,4586899,ECK4343,b4353,63.9,3.8,0.1,18.3,4.1,0.2,25.3,0.0,0.0
yjiY,4589302,4587152,ECK4344,b4354,22.8,15.9,0.7,25.2,19.5,0.8,18.3,32.5,1.8
yjjA,4598212,4597718,ECK4350,b4360,52.7,131.8,2.5,86.9,150.5,1.7,95.6,128.7,1.3
yjjB,4599973,4599647,ECK4353,b4363,6.9,3.0,0.4,0.0,0.0,#DIV/0!,2.4,3.1,1.3
yjjG,4606669,4607346,ECK4365,b4374,73.0,60.3,0.8,132.4,85.2,0.6,127.3,87.9,0.7
yjjI,4615088,4613538,ECK4372,b4380,29.9,103.1,3.4,1.8,3.8,2.1,2.3,9.3,4.0
yjjJ,4619792,4621123,ECK4377,b4385,55.7,34.5,0.6,37.2,28.9,0.8,38.8,30.9,0.8
yjjL,4592745,4591384,ECK4346,b4356,4.0,1.1,0.3,2.1,1.2,0.6,2.9,0.0,0.0
yjjM,4593874,4592960,ECK4347,b4357,5.4,5.5,1.0,2.0,0.0,0.0,3.5,1.1,0.3
yjjN,4594013,4595035,ECK4348,b4358,1.3,0.4,0.3,1.8,0.8,0.4,1.6,0.0,0.0
yjjP,4600881,4600111,ECK4354,b4364,14.0,15.4,1.1,3.6,2.2,0.6,4.6,1.3,0.3
yjjQ,4601500,4602225,ECK4355,b4365,0.6,0.0,0.0,1.3,0.0,0.0,0.5,0.0,0.0
yjjU,4610434,4611507,ECK4369,b4377,53.2,36.8,0.7,47.0,28.8,0.6,39.2,36.4,0.9
yjjV,4611504,4612283,ECK4370,b4378,53.6,29.7,0.6,39.6,27.9,0.7,46.9,23.7,0.5
yjjW,4613566,4612703,ECK4371,b4379,8.3,4.1,0.5,7.6,0.0,0.0,2.8,0.0,0.0
yjjX,4631768,4631256,ECK4386,b4394,73.7,113.5,1.5,80.2,89.7,1.1,56.6,94.1,1.7
yjjY,4638425,4638565,ECK4394,b4402,12.8,0.0,0.0,13.3,0.0,0.0,5.6,0.0,0.0
yjjZ,4603827,4604063,ECK4358,b4567,15.2,14.0,0.9,0.0,7.1,#DIV/0!,5.0,4.3,0.9
yjtD,4638965,4639651,ECK4395,b4403,39.3,79.9,2.0,42.2,56.0,1.3,40.5,40.4,1.0
ykfA,268184,267321,ECK0255,b0253,8.9,6.5,0.7,7.6,1.9,0.3,9.7,4.8,0.5
ykfB,265311,264844,ECK0252,b0250,50.0,95.7,1.9,60.0,46.5,0.8,44.2,41.7,0.9
ykfC,272071,273216,ECK0260,b0258,10.2,4.2,0.4,9.8,2.9,0.3,13.9,5.4,0.4
ykfF,264767,264528,ECK0251,b0249,1.9,3.2,1.7,3.9,3.5,0.9,3.3,8.6,2.6
ykfG,263956,263480,ECK0249,b0247,0.9,0.4,0.4,2.0,0.0,0.0,0.0,0.0,#DIV/0!
ykfH,263471,263250,ECK0248,b4504,2.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
ykfI,262893,262552,ECK0246,b0245,1.3,1.1,0.9,0.0,0.0,#DIV/0!,2.3,0.0,0.0
ykfM,238736,238257,ECK4397,b4586,0.0,0.0,#DIV/0!,1.9,1.7,0.9,0.0,0.0,#DIV/0!
ykgA,316360,315674,ECK0300,b0300,5.2,7.4,1.4,4.1,7.3,1.8,3.5,1.5,0.4
ykgE,320832,321551,ECK0305,b0306,14.4,11.9,0.8,2.6,1.2,0.4,3.9,0.0,0.0
ykgF,321562,322989,ECK0306,b0307,6.3,7.9,1.3,3.9,4.7,1.2,3.3,1.4,0.4
ykgG,322982,323677,ECK0307,b0308,6.5,6.4,1.0,13.4,0.0,0.0,9.7,0.0,0.0
ykgH,324588,323920,ECK0308,b0310,0.0,0.0,#DIV/0!,0.0,2.5,#DIV/0!,3.0,1.5,0.5
ykgJ,303406,303077,ECK0287,b0288,5.5,1.2,0.2,0.0,0.0,#DIV/0!,2.4,0.0,0.0
ykgL,311336,311563,ECK0294,b0295,11.8,1.7,0.1,0.0,3.7,#DIV/0!,26.2,9.0,0.3
ykgM,312001,311738,ECK0296,b0296,25.6,27.3,1.1,120.5,250.5,2.1,13.6,0.0,0.0
ykgN,279586,279248,ECK0266,b4505,23.9,34.5,1.4,22.1,19.8,0.9,12.9,27.3,2.1
ykgO,311738,311598,ECK0295,b4506,16.0,24.9,1.6,132.7,207.8,1.6,16.9,7.3,0.4
ykgR,312466,312365,ECK4486,b4671,0.0,3.8,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
ykiA,407833,408174,ECK0387,b0392,30.3,5.7,0.2,27.3,2.4,0.1,24.4,18.0,0.7
ylaB,477841,476291,ECK0451,b0457,8.4,5.4,0.6,6.6,2.7,0.4,13.1,11.3,0.9
ylaC,478475,478005,ECK0452,b0458,18.1,38.4,2.1,33.8,69.3,2.1,23.6,69.8,3.0
ylbF,548850,549665,ECK0513,b0520,3.3,0.2,0.1,5.7,0.0,0.0,1.0,0.0,0.0
ylbG,529240,528869,ECK0495,b0502,10.9,30.4,2.8,12.6,18.0,1.4,12.8,19.3,1.5
ylbH,527173,527883,ECK0493,b0499,7.6,4.1,0.5,7.9,3.5,0.4,10.6,1.4,0.1
ylcG,572953,573093,ECK0542,b4509,3.2,0.0,0.0,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
ylcH,571591,571692,ECK4398,b4588,4.4,0.0,0.0,0.0,8.2,#DIV/0!,3.9,0.0,0.0
ylcI,579668,579474,ECK4399,b4589,0.0,9.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
yliE,872202,874550,ECK0823,b0833,4.8,2.6,0.5,2.8,0.7,0.3,4.4,4.8,1.1
yliF,874558,875886,ECK0824,b0834,4.4,2.1,0.5,7.7,6.3,0.8,6.6,2.3,0.4
yliI,877965,879080,ECK0827,b0837,3.6,0.9,0.2,3.4,2.3,0.7,1.8,0.0,0.0
ymbA,1014134,1014682,ECK0943,b0952,58.2,54.3,0.9,71.6,36.6,0.5,65.9,61.8,0.9
ymcE,1051070,1051300,ECK0981,b0991,97.4,99.5,1.0,72.9,76.1,1.0,87.8,80.1,0.9
ymdA,1104637,1104948,ECK1030,b1044,66.3,147.9,2.2,54.0,174.4,3.2,89.2,92.2,1.0
ymdB,1105043,1105576,ECK1031,b1045,65.7,83.5,1.3,66.6,65.8,1.0,71.5,75.0,1.0
ymdF,1067304,1067477,ECK0996,b4518,10.3,24.6,2.4,32.3,33.7,1.0,36.6,35.4,1.0
ymfA,1180948,1180487,ECK1108,b1122,10.7,3.8,0.4,8.1,5.4,0.7,13.8,4.4,0.3
ymfD,1196755,1196090,ECK1123,b1137,4.1,4.4,1.1,9.8,8.8,0.9,6.0,9.3,1.6
ymfE,1197460,1196756,ECK1124,b1138,4.5,5.0,1.1,2.7,1.2,0.4,3.4,8.7,2.6
ymfH,1200603,1200292,ECK1128,b1142,11.5,0.6,0.1,27.0,2.7,0.1,15.3,3.3,0.2
ymfI,1200720,1201061,ECK1129,b1143,27.6,100.8,3.6,19.1,26.9,1.4,22.1,51.1,2.3
ymfJ,1201307,1200999,ECK1130,b1144,7.3,5.0,0.7,3.0,0.0,0.0,2.6,10.0,3.9
ymfK,1202156,1201482,ECK1131,b1145,75.3,124.3,1.7,56.8,91.8,1.6,78.9,95.9,1.2
ymfL,1202479,1203048,ECK1133,b1147,1.6,0.3,0.2,1.6,1.5,0.9,0.0,0.0,#DIV/0!
ymfM,1203045,1203383,ECK1134,b1148,1.3,0.6,0.4,0.0,4.9,#DIV/0!,1.2,0.0,0.0
ymfN,1203393,1204760,ECK1135,b1149,1.3,0.0,0.0,0.0,0.0,#DIV/0!,1.5,0.0,0.0
ymfO,1204954,1205427,ECK1137,b1151,0.9,0.4,0.4,2.0,1.8,0.9,0.0,0.0,#DIV/0!
ymfP,1205483,1206145,ECK1138,b1152,1.4,0.0,0.0,0.0,0.0,#DIV/0!,0.6,0.0,0.0
ymfQ,1206136,1206720,ECK1139,b1153,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.7,0.0,0.0
ymfR,1204772,1204954,ECK1136,b1150,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,2.2,0.0,0.0
ymfS,1207355,1207768,ECK1141,b1155,5.4,0.0,0.0,4.5,2.0,0.4,0.0,0.0,#DIV/0!
ymfT,1202247,1202447,ECK1132,b1146,0.0,1.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
ymgA,1215291,1215563,ECK1152,b1165,3.3,3.6,1.1,3.4,6.1,1.8,5.8,11.3,1.9
ymgC,1215971,1216219,ECK1154,b1167,1.8,0.8,0.4,3.8,0.0,0.0,0.0,0.0,#DIV/0!
ymgD,1221857,1221528,ECK1158,b1171,103.6,206.5,2.0,59.5,126.8,2.1,124.1,193.1,1.6
ymgE,1243951,1244205,ECK1183,b1195,3.5,1.5,0.4,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
ymgF,1218206,1218424,ECK1156,b4520,10.3,22.2,2.2,8.5,3.8,0.4,5.4,4.7,0.9
ymgG,1222142,1221867,ECK1159,b1172,101.1,163.7,1.6,67.8,197.1,2.9,105.2,223.4,2.1
ymgH,1222688,1222909,ECK1160,b4521,2.0,0.9,0.4,0.0,0.0,#DIV/0!,1.8,0.0,0.0
ymgI,1222386,1222213,ECK4403,b4593,38.8,0.0,0.0,43.0,0.0,0.0,57.1,5.9,0.1
ymgJ,1222487,1222672,ECK4404,b4594,0.0,1.0,#DIV/0!,0.0,4.5,#DIV/0!,0.0,0.0,#DIV/0!
ymiA,1333184,1333312,ECK4433,b4522,55.8,27.2,0.5,14.5,64.9,4.5,33.9,47.8,1.4
ymjA,1355692,1355447,ECK1290,b1295,45.7,114.0,2.5,57.0,105.5,1.8,43.6,108.6,2.5
ymjB,1379813,1379926,ECK1314,b4524,3.9,1.7,0.4,0.0,0.0,#DIV/0!,3.5,0.0,0.0
ymjC,1388886,1388704,ECK1323,b4525,2.5,6.4,2.6,0.0,0.0,#DIV/0!,2.2,5.6,2.6
ymjD,1388957,1388892,ECK4488,b4673,0.0,5.9,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
ynaA,1424478,1425506,ECK1365,b1368,2.2,1.3,0.6,0.0,0.8,#DIV/0!,3.9,0.0,0.0
ynaI,1393946,1392915,ECK1327,b1330,8.7,4.9,0.6,9.1,1.6,0.2,9.6,11.0,1.1
ynaJ,1395389,1395646,ECK1328,b1332,387.1,861.8,2.2,456.8,837.0,1.8,701.3,792.6,1.1
ynaK,1423401,1423664,ECK1363,b1365,1.7,1.5,0.9,0.0,0.0,#DIV/0!,10.5,0.0,0.0
ynbA,1475645,1476250,ECK1401,b1408,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
ynbB,1476250,1477146,ECK1402,b1409,0.0,0.0,#DIV/0!,1.0,0.0,0.0,0.4,0.0,0.0
ynbC,1477162,1478919,ECK1403,b1410,1.5,0.6,0.4,3.7,1.4,0.4,0.7,0.0,0.0
ynbD,1478933,1480225,ECK1404,b1411,3.8,1.2,0.3,4.3,0.0,0.0,3.7,1.6,0.4
ynbE,1443711,1443896,ECK1379,b1382,43.5,37.7,0.9,20.1,40.5,2.0,15.0,55.2,3.7
ynbG,1463254,1463189,ECK4489,b4674,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
yncD,1521089,1518987,ECK1445,b1451,19.9,18.7,0.9,25.4,40.2,1.6,30.8,28.8,0.9
yncE,1521331,1522392,ECK1446,b1452,113.5,258.7,2.3,146.2,294.0,2.0,192.8,259.3,1.3
yncG,1524271,1524888,ECK1448,b1454,2.9,1.9,0.6,0.0,0.0,#DIV/0!,1.3,1.7,1.3
yncH,1524964,1525176,ECK1449,b1455,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
yncI,1528610,1529356,ECK1452,b1458,1.2,0.8,0.6,1.3,1.1,0.9,1.6,1.4,0.9
yncJ,1507088,1506858,ECK1430,b1436,5.8,10.1,1.7,12.1,10.9,0.9,12.1,13.3,1.1
yncL,1515218,1515123,ECK4408,b4598,56.2,79.1,1.4,48.7,69.8,1.4,82.8,85.6,1.0
yncM,1529400,1529600,ECK1453,b1459,2.2,0.0,0.0,0.0,0.0,#DIV/0!,2.0,0.0,0.0
yneE,1607046,1606132,ECK1513,b1520,9.3,5.7,0.6,25.6,18.3,0.7,14.8,23.6,1.6
yneF,1609878,1608931,ECK1515,b1522,23.7,1.4,0.1,21.7,4.4,0.2,14.7,0.0,0.0
yneG,1610349,1609990,ECK1516,b1523,40.0,35.2,0.9,44.2,23.3,0.5,43.1,20.0,0.5
yneH,1611275,1610349,ECK1517,b1524,40.8,23.9,0.6,48.4,34.3,0.7,57.9,38.8,0.7
yneJ,1612828,1613709,ECK1519,b1526,11.7,19.9,1.7,19.1,16.1,0.8,12.2,11.6,1.0
yneK,1613787,1614902,ECK1520,b1527,0.0,0.5,#DIV/0!,0.8,0.8,0.9,0.0,0.0,#DIV/0!
yneL,1588560,1588381,ECK1499,b1506,2.5,1.1,0.4,10.4,0.0,0.0,0.0,0.0,#DIV/0!
yneM,1620670,1620765,ECK4409,b4599,299.9,328.6,1.1,58.5,244.1,4.2,248.5,235.5,0.9
ynfA,1653697,1653371,ECK1577,b1582,15.1,48.8,3.2,40.0,64.0,1.6,15.8,56.6,3.6
ynfB,1653832,1654173,ECK1578,b1583,94.7,456.6,4.8,101.2,330.4,3.3,53.5,228.3,4.3
ynfC,1655481,1654771,ECK1580,b1585,30.4,47.6,1.6,21.0,18.8,0.9,24.6,14.5,0.6
ynfD,1655589,1655894,ECK1581,b1586,10.3,99.3,9.6,18.3,60.2,3.3,13.0,117.5,9.0
ynfE,1656093,1658519,ECK1582,b1587,14.1,26.4,1.9,2.3,0.7,0.3,2.0,6.8,3.4
ynfF,1658580,1661003,ECK1583,b1588,4.1,4.3,1.0,3.9,1.4,0.4,3.4,3.8,1.1
ynfG,1661014,1661631,ECK1584,b1589,4.4,3.2,0.7,3.0,1.4,0.4,3.9,3.3,0.9
ynfH,1661633,1662487,ECK1585,b1590,21.6,3.4,0.2,30.6,4.9,0.2,22.8,12.0,0.5
ynfK,1665243,1664548,ECK1588,b1593,170.0,244.8,1.4,18.8,6.0,0.3,12.6,42.8,3.4
ynfL,1667616,1666723,ECK1590,b1595,7.0,9.6,1.4,6.3,9.4,1.5,4.4,3.4,0.8
ynfM,1667723,1668976,ECK1591,b1596,4.3,5.3,1.2,8.2,4.0,0.5,7.0,6.6,0.9
ynfN,1636133,1635978,ECK1545,b1551,0.0,1.2,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
ynfO,1634780,1635013,ECK1542,b4533,0.0,11.6,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
ynhF,1735569,1735480,ECK4411,b4602,304.9,1959.9,6.4,353.3,1236.9,3.5,260.7,1233.0,4.7
ynhG,1756749,1755745,ECK1674,b1678,10.7,21.7,2.0,9.3,8.3,0.9,8.3,17.4,2.1
yniA,1805820,1806680,ECK1723,b1725,9.9,12.9,1.3,5.4,5.8,1.1,4.2,6.0,1.4
yniB,1807257,1806721,ECK1724,b1726,54.5,54.7,1.0,34.8,56.1,1.6,60.7,70.8,1.2
yniC,1807404,1808072,ECK1725,b1727,43.0,119.6,2.8,58.7,156.4,2.7,66.0,158.2,2.4
yniD,1803189,1803296,ECK1719,b4535,29.2,115.4,4.0,17.3,46.5,2.7,7.4,28.5,3.9
ynjA,1833539,1834087,ECK1751,b1753,20.5,7.4,0.4,15.3,9.1,0.6,9.4,9.4,1.0
ynjB,1834097,1835263,ECK1752,b1754,11.9,10.3,0.9,15.2,15.8,1.0,13.6,14.1,1.0
ynjC,1835281,1836771,ECK1753,b1755,8.1,1.7,0.2,5.0,0.6,0.1,8.0,4.1,0.5
ynjD,1836771,1837424,ECK1754,b1756,6.9,3.3,0.5,11.4,5.1,0.4,10.9,3.1,0.3
ynjE,1837491,1838798,ECK1755,b1757,41.3,129.5,3.1,16.4,37.1,2.3,13.4,29.1,2.2
ynjF,1839427,1838807,ECK1756,b1758,25.4,9.7,0.4,21.1,13.5,0.6,19.9,5.0,0.3
ynjH,1840159,1839887,ECK1758,b1760,31.3,157.6,5.0,30.8,122.6,4.0,45.2,124.2,2.8
ynjI,1842895,1841855,ECK1760,b1762,2.6,3.6,1.4,8.1,3.2,0.4,8.4,3.0,0.4
yoaA,1891259,1889349,ECK1806,b1808,35.5,22.0,0.6,46.5,24.1,0.5,49.1,17.2,0.4
yoaB,1891391,1891735,ECK1807,b1809,217.8,997.8,4.6,219.6,890.4,4.1,212.1,768.4,3.6
yoaC,1892097,1892456,ECK1808,b1810,43.7,82.7,1.9,20.8,34.9,1.7,46.4,57.1,1.2
yoaD,1896451,1898049,ECK1813,b1815,0.6,0.2,0.4,1.2,0.5,0.4,2.2,2.6,1.1
yoaE,1899609,1898053,ECK1814,b1816,33.8,19.4,0.6,40.2,28.0,0.7,38.6,38.9,1.0
yoaF,1875556,1875302,ECK1791,b1793,84.7,244.3,2.9,62.4,233.0,3.7,88.9,173.3,1.9
yoaG,1877609,1877427,ECK1794,b1796,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,2.2,0.0,0.0
yoaH,1892755,1892576,ECK1809,b1811,47.5,205.5,4.3,88.3,251.1,2.8,66.3,182.7,2.8
yoaI,1872206,1872102,ECK1786,b1788,0.0,1.9,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
yoaJ,1876898,1876972,ECK4490,b4675,161.9,446.5,2.8,74.8,468.7,6.3,164.4,465.8,2.8
yoaK,1876797,1876895,ECK4491,b4676,90.9,66.9,0.7,122.8,118.4,1.0,132.6,332.1,2.5
yobA,1922993,1922619,ECK1842,b1841,185.9,1027.5,5.5,132.2,533.4,4.0,97.6,449.4,4.6
yobB,1923464,1924120,ECK1844,b1843,18.5,7.4,0.4,14.2,8.9,0.6,12.1,4.7,0.4
