gene,Start,End,EcoCyc accession,locus_tag,30C_1_m,30C_1_f,te_1,30C_2_m,30C_2_f,te_2,30C_3_m,30C_3_f,te_3,TE_n_nonmissing,TE_mean,TE_all_missing
yiaC,3711675.0,3712115.0,ECK3537,b3550,22.4,20.3,0.9,19.1,17.1,0.9,11.7,14.0,1.2,3,1.0,False
yiaD,3714570.0,3715229.0,ECK3539,b3552,158.1,353.4,2.2,154.5,284.1,1.8,183.8,353.4,1.9,3,1.9666666666666668,False
yiaF,3717067.0,3716357.0,ECK3541,b3554,345.5,420.3,1.2,328.9,428.5,1.3,352.4,388.8,1.1,3,1.2,False
yiaG,3717501.0,3717791.0,ECK3542,b3555,20.1,44.2,2.2,9.6,2.9,0.3,8.2,28.2,3.4,3,1.9666666666666668,False
yiaJ,3740555.0,3739707.0,ECK3563,b3574,31.8,37.2,1.2,31.9,27.6,0.9,33.3,27.8,0.8,3,0.9666666666666668,False
yiaK,3740756.0,3741754.0,ECK3564,b3575,3.2,0.8,0.2,0.9,0.0,0.0,2.8,0.0,0.0,3,0.06666666666666667,False
yiaL,3741766.0,3742233.0,ECK3565,b3576,1.0,0.8,0.9,2.0,0.0,0.0,1.7,0.0,0.0,3,0.3,False
yiaM,3742351.0,3742824.0,ECK3566,b3577,0.0,0.4,,0.0,1.8,,0.8,0.0,0.0,1,0.0,False
yiaN,3742827.0,3744104.0,ECK3567,b3578,0.0,0.0,,1.5,0.0,0.0,0.6,0.8,1.3,2,0.65,False
yiaO,3744117.0,3745103.0,ECK3568,b3579,0.9,0.2,0.2,2.8,0.0,0.0,0.8,0.0,0.0,3,0.06666666666666667,False
yiaT,3749891.0,3749151.0,ECK3573,b3584,4.2,2.4,0.6,6.3,1.1,0.2,5.9,2.8,0.5,3,0.43333333333333335,False
yiaU,3750015.0,3750989.0,ECK3574,b3585,18.9,20.4,1.1,13.4,6.0,0.4,12.6,7.4,0.6,3,0.7000000000000001,False
yiaV,3752122.0,3750986.0,ECK3575,b3586,2.4,0.7,0.3,2.5,0.7,0.3,1.4,0.0,0.0,3,0.19999999999999998,False
yiaW,3752451.0,3752128.0,ECK3576,b3587,0.0,0.6,,0.0,2.6,,2.5,0.0,0.0,1,0.0,False
yiaY,3755850.0,3754699.0,ECK3578,b3589,0.8,0.7,0.9,1.6,0.0,0.0,0.3,0.0,0.0,3,0.3,False
yibA,3764360.0,3765202.0,ECK3583,b3594,10.1,14.8,1.5,6.7,15.9,2.4,15.6,13.4,0.9,3,1.5999999999999999,False
yibF,3759978.0,3759370.0,ECK3581,b3592,62.8,134.3,2.1,64.5,110.0,1.7,60.7,69.2,1.1,3,1.6333333333333335,False
yibG,3766200.0,3766661.0,ECK3585,b3596,3.9,3.8,1.0,2.0,1.8,0.9,0.0,2.2,,2,0.95,False
yibH,3769402.0,3768266.0,ECK3586,b3597,1.6,0.9,0.5,3.3,0.0,0.0,1.7,2.7,1.6,3,0.7000000000000001,False
yibI,3769767.0,3769405.0,ECK3587,b3598,2.5,1.1,0.4,0.0,2.3,,2.2,2.8,1.3,2,0.8500000000000001,False
yibJ,3765244.0,3765945.0,ECK3584,b3595,9.0,1.7,0.2,8.0,2.4,0.3,9.1,1.5,0.2,3,0.2333333333333333,False
yibL,3774688.0,3775050.0,ECK3592,b3602,216.9,696.2,3.2,105.6,518.8,4.9,165.4,416.1,2.5,3,3.5333333333333337,False
yibN,3783038.0,3782607.0,ECK3601,b3611,520.7,506.6,1.0,513.1,654.9,1.3,611.2,656.5,1.1,3,1.1333333333333333,False
yibQ,3786124.0,3787083.0,ECK3604,b3614,63.7,43.2,0.7,77.9,45.3,0.6,63.0,55.7,0.9,3,0.7333333333333333,False
yibT,3774403.0,3774194.0,ECK3591,b4554,109.3,116.8,1.1,57.9,31.9,0.6,62.5,63.6,1.0,3,0.9,False
yibV,3767368.0,3767703.0,ECK4424,b4615,0.0,0.0,,2.8,0.0,0.0,4.7,0.0,0.0,2,0.0,False
yicC,3814699.0,3815562.0,ECK3634,b3644,256.7,471.4,1.8,251.1,414.6,1.7,289.5,380.6,1.3,3,1.5999999999999999,False
yicG,3816897.0,3817514.0,ECK3636,b3646,4.4,6.3,1.4,6.1,9.5,1.6,7.7,15.0,1.9,3,1.6333333333333335,False
yicH,3828480.0,3830189.0,ECK3645,b3655,50.2,31.7,0.6,35.6,17.1,0.5,33.7,27.0,0.8,3,0.6333333333333334,False
yicI,3832560.0,3830242.0,ECK3646,b3656,7.2,3.5,0.5,5.6,2.2,0.4,4.1,3.5,0.9,3,0.6,False
yicJ,3833952.0,3832570.0,ECK3647,b3657,2.9,0.7,0.2,0.7,0.0,0.0,1.2,0.0,0.0,3,0.06666666666666667,False
yicL,3836271.0,3837194.0,ECK3650,b3660,18.5,28.7,1.5,24.3,23.6,1.0,21.5,22.2,1.0,3,1.1666666666666667,False
yicN,3840425.0,3839973.0,ECK3654,b3663,37.7,45.1,1.2,18.6,25.9,1.4,14.9,40.8,2.7,3,1.7666666666666666,False
yicR,3810582.0,3809914.0,ECK3628,b3638,118.3,1.5,0.0,113.2,2.5,0.0,140.3,4.6,0.0,3,0.0,False
yicS,3838238.0,3838531.0,ECK3652,b4555,3.1,11.9,3.9,3.2,5.7,1.8,4.1,0.0,0.0,3,1.9000000000000001,False
yidA,3874975.0,3874163.0,ECK3689,b3697,147.2,419.1,2.8,121.9,244.0,2.0,73.9,204.7,2.8,3,2.533333333333333,False
yidB,3875488.0,3875090.0,ECK3690,b3698,21.4,22.9,1.1,23.4,27.3,1.2,30.9,48.9,1.6,3,1.3,False
yidC,3883099.0,3884745.0,ECK3698,b3705,534.5,338.7,0.6,843.9,452.3,0.5,865.1,591.4,0.7,3,0.6,False
yidD,3882839.0,3883096.0,ECK3697,b4557,474.3,142.6,0.3,1156.4,360.1,0.3,721.3,378.4,0.5,3,0.3666666666666667,False
yidE,3864296.0,3862635.0,ECK3677,b3685,35.2,15.5,0.4,31.0,10.1,0.3,27.5,13.6,0.5,3,0.39999999999999997,False
yidF,3853634.0,3853137.0,ECK3665,b3674,47.0,15.2,0.3,15.0,6.7,0.4,20.0,14.4,0.7,3,0.4666666666666666,False
yidG,3853993.0,3853631.0,ECK3666,b3675,29.7,3.2,0.1,15.5,4.6,0.3,15.3,5.7,0.4,3,0.26666666666666666,False
yidH,3854330.0,3853983.0,ECK3667,b3676,15.5,10.1,0.6,13.4,4.8,0.4,14.9,5.9,0.4,3,0.4666666666666666,False
yidI,3854438.0,3854887.0,ECK3668,b3677,20.0,10.0,0.5,14.5,7.4,0.5,21.2,16.0,0.8,3,0.6,False
yidJ,3856427.0,3854934.0,ECK3669,b3678,2.1,1.0,0.5,2.5,0.0,0.0,2.7,2.1,0.8,3,0.43333333333333335,False
yidK,3858139.0,3856424.0,ECK3670,b3679,1.0,0.1,0.1,0.0,0.0,,2.3,1.2,0.5,2,0.3,False
yidL,3858276.0,3859199.0,ECK3671,b3680,0.5,4.0,8.2,3.0,0.9,0.3,3.4,2.2,0.6,3,3.033333333333333,False
yidP,3861922.0,3862638.0,ECK3676,b3684,2.5,0.5,0.2,3.9,3.5,0.9,3.3,1.4,0.4,3,0.5,False
yidQ,3865751.0,3866083.0,ECK3680,b3688,87.8,112.8,1.3,78.6,67.9,0.9,90.8,145.0,1.6,3,1.2666666666666668,False
yidR,3867332.0,3866085.0,ECK3681,b3689,35.3,70.8,2.0,24.7,30.2,1.2,28.7,32.1,1.1,3,1.4333333333333336,False
yidX,3873461.0,3874117.0,ECK3688,b3696,6.2,1.8,0.3,15.7,1.3,0.1,13.9,4.7,0.3,3,0.2333333333333333,False
yidZ,3890788.0,3891747.0,ECK3704,b3711,20.6,14.0,0.7,29.2,17.4,0.6,25.3,18.2,0.7,3,0.6666666666666666,False
yieE,3891892.0,3892653.0,ECK3705,b3712,75.6,40.9,0.5,33.1,14.3,0.4,28.2,22.9,0.8,3,0.5666666666666668,False
yieF,3892675.0,3893241.0,ECK3706,b3713,85.7,128.4,1.5,57.7,97.4,1.7,58.9,87.0,1.5,3,1.5666666666666667,False
yieH,3894797.0,3895462.0,ECK3708,b3715,12.8,12.0,0.9,28.1,22.6,0.8,27.5,12.3,0.4,3,0.7000000000000001,False
yieK,3897416.0,3896694.0,ECK3711,b3718,5.6,12.7,2.3,2.6,4.6,1.8,11.6,4.3,0.4,3,1.5,False
yieL,3898627.0,3897431.0,ECK3712,b3719,2.6,1.0,0.4,4.7,0.7,0.1,2.0,0.0,0.0,3,0.16666666666666666,False
yieP,3939350.0,3938658.0,ECK3749,b3755,156.4,310.2,2.0,85.0,120.8,1.4,100.4,83.0,0.8,3,1.4000000000000001,False
yifB,3948022.0,3946472.0,ECK3758,b3765,4.4,2.6,0.6,3.0,0.0,0.0,2.1,0.7,0.3,3,0.3,False
yifE,3946109.0,3946447.0,ECK3757,b3764,1137.2,1784.4,1.6,1385.0,1930.8,1.4,2030.5,2985.6,1.5,3,1.5,False
yifK,3978910.0,3980295.0,ECK3788,b3795,192.5,191.3,1.0,232.1,200.5,0.9,274.9,340.3,1.2,3,1.0333333333333332,False
yifL,3992545.0,3992748.0,ECK3803,b4558,374.9,1218.8,3.3,275.1,611.3,2.2,290.4,962.0,3.3,3,2.9333333333333336,False
yifO,3958310.0,3958035.0,ECK3768,b3776,31.0,4.9,0.2,13.6,9.1,0.7,25.9,3.7,0.1,3,0.3333333333333333,False
yigA,3993606.0,3994313.0,ECK3805,b3810,223.7,119.6,0.5,221.9,86.3,0.4,194.9,107.4,0.6,3,0.5,False
yigB,3995206.0,3995922.0,ECK3807,b3812,80.3,63.3,0.8,122.6,71.2,0.6,92.1,64.5,0.7,3,0.6999999999999998,False
yigE,3999079.0,3998315.0,ECK3809,b4482,2.4,4.3,1.8,3.7,4.4,1.2,5.2,4.0,0.8,3,1.2666666666666666,False
yigF,4000822.0,4000442.0,ECK3811,b3817,9.4,17.4,1.8,2.5,13.2,5.4,12.5,8.1,0.6,3,2.6,False
yigG,4001216.0,4000836.0,ECK3812,b3818,3.5,0.0,0.0,2.5,0.0,0.0,3.1,0.0,0.0,3,0.0,False
yigI,4002720.0,4002253.0,ECK3814,b3820,19.2,28.3,1.5,30.0,98.4,3.3,41.6,81.2,2.0,3,2.2666666666666666,False
yigL,4008223.0,4009023.0,ECK3820,b3826,80.9,99.4,1.2,88.7,125.4,1.4,54.6,78.3,1.4,3,1.3333333333333333,False
yigM,4009099.0,4009998.0,ECK3821,b3827,78.0,58.6,0.8,88.3,65.1,0.7,85.7,89.1,1.0,3,0.8333333333333334,False
yigZ,4030515.0,4031129.0,ECK3840,b3848,145.6,44.0,0.3,141.4,49.0,0.3,132.6,53.5,0.4,3,0.3333333333333333,False
yihA,4048752.0,4048156.0,ECK3857,b3865,270.5,668.2,2.5,220.9,580.4,2.6,265.1,516.3,1.9,3,2.3333333333333335,False
yihD,4040092.0,4040361.0,ECK3850,b3858,219.9,735.5,3.3,121.2,303.8,2.5,192.9,388.2,2.0,3,2.6,False
yihF,4042222.0,4043652.0,ECK3853,b3861,4.1,3.4,0.8,3.9,2.3,0.6,3.6,0.0,0.0,3,0.4666666666666666,False
yihG,4044625.0,4043693.0,ECK3854,b3862,8.2,5.4,0.7,23.1,17.0,0.7,29.4,33.0,1.1,3,0.8333333333333334,False
yihI,4049370.0,4049879.0,ECK3859,b3866,157.9,552.4,3.5,154.0,710.6,4.6,145.8,632.6,4.3,3,4.133333333333333,False
yihL,4058470.0,4059180.0,ECK3865,b3872,20.9,26.0,1.2,11.8,9.4,0.8,15.1,14.5,1.0,3,1.0,False
yihM,4059188.0,4060168.0,ECK3866,b3873,14.2,25.4,1.8,8.6,11.9,1.4,10.9,8.4,0.8,3,1.3333333333333333,False
yihN,4060270.0,4061535.0,ECK3867,b3874,3.2,2.6,0.8,3.7,0.7,0.2,6.9,0.8,0.1,3,0.3666666666666667,False
yihO,4063789.0,4062386.0,ECK3869,b3876,1.9,1.1,0.6,1.3,0.0,0.0,2.8,0.0,0.0,3,0.19999999999999998,False
yihP,4065238.0,4063832.0,ECK3870,b3877,0.6,0.8,1.3,1.3,0.6,0.4,0.3,1.5,5.2,3,2.3000000000000003,False
yihQ,4067299.0,4065263.0,ECK3871,b3878,0.4,0.6,1.3,2.3,0.0,0.0,1.0,0.5,0.5,3,0.6,False
yihR,4068424.0,4067498.0,ECK3872,b3879,0.5,0.2,0.4,2.0,0.0,0.0,0.4,1.1,2.6,3,1.0,False
yihS,4069779.0,4068538.0,ECK3873,b3880,2.5,3.3,1.3,5.3,1.3,0.3,1.9,2.5,1.3,3,0.9666666666666668,False
yihT,4070674.0,4069796.0,ECK3874,b3881,1.5,2.4,1.6,0.0,3.8,,0.9,1.2,1.3,2,1.4500000000000002,False
yihU,4071594.0,4070698.0,ECK3875,b3882,1.5,1.1,0.7,3.1,0.0,0.0,0.9,0.0,0.0,3,0.2333333333333333,False
yihV,4071762.0,4072658.0,ECK3876,b3883,6.0,3.3,0.5,4.2,1.9,0.4,3.1,8.0,2.6,3,1.1666666666666667,False
yihW,4072692.0,4073477.0,ECK3877,b3884,51.5,49.8,1.0,59.5,57.5,1.0,67.8,51.0,0.8,3,0.9333333333333332,False
yihX,4073576.0,4074175.0,ECK3878,b3885,119.2,160.3,1.3,90.4,58.6,0.6,84.2,59.9,0.7,3,0.8666666666666666,False
yihY,4074169.0,4075041.0,ECK3879,b3886,53.6,71.6,1.3,42.9,27.8,0.6,37.8,69.4,1.8,3,1.2333333333333334,False
yiiD,4075472.0,4076461.0,ECK3881,b3888,117.7,99.9,0.8,96.4,79.5,0.8,119.3,65.4,0.5,3,0.7000000000000001,False
yiiE,4077314.0,4077532.0,ECK3882,b3889,0.0,0.0,,0.0,0.0,,1.8,0.0,0.0,1,0.0,False
yiiF,4077774.0,4077992.0,ECK3883,b3890,12.3,16.9,1.4,21.4,15.3,0.7,16.3,0.0,0.0,3,0.6999999999999998,False
yiiG,4085025.0,4086080.0,ECK3889,b3896,2.1,6.6,3.1,3.5,8.7,2.5,4.1,4.9,1.2,3,2.2666666666666666,False
yiiM,4100845.0,4101519.0,ECK3903,b3910,68.0,150.0,2.2,51.3,96.7,1.9,43.6,56.3,1.3,3,1.7999999999999998,False
yiiQ,4110237.0,4109638.0,ECK3912,b3920,30.7,76.9,2.5,31.2,36.3,1.2,19.2,65.1,3.4,3,2.3666666666666667,False
yiiR,4110338.0,4110778.0,ECK3913,b3921,32.6,37.1,1.1,33.9,56.9,1.7,37.0,48.9,1.3,3,1.3666666666666665,False
yiiS,4110990.0,4111289.0,ECK3914,b3922,54.0,148.6,2.8,46.8,58.6,1.3,35.8,71.9,2.0,3,2.033333333333333,False
yiiX,4125917.0,4125309.0,ECK3929,b3937,34.0,6.4,0.2,49.1,6.9,0.1,54.8,10.1,0.2,3,0.16666666666666666,False
yijD,4159794.0,4160153.0,ECK3956,b3964,231.2,427.3,1.8,184.5,218.6,1.2,151.3,219.8,1.5,3,1.5,False
yijE,4134131.0,4135036.0,ECK3935,b3943,22.8,10.3,0.5,17.5,14.8,0.8,12.3,13.6,1.1,3,0.8000000000000002,False
yijF,4135680.0,4135063.0,ECK3936,b3944,1.5,0.3,0.2,0.0,0.0,,3.2,0.0,0.0,2,0.1,False
yijO,4146340.0,4145489.0,ECK3945,b3954,21.6,18.7,0.9,14.3,7.9,0.6,11.7,4.8,0.4,3,0.6333333333333333,False
yjaA,4211257.0,4211640.0,ECK4003,b4011,19.9,8.6,0.4,58.5,15.3,0.3,37.3,13.4,0.4,3,0.3666666666666667,False
yjaB,4212146.0,4211703.0,ECK4004,b4012,16.2,21.9,1.4,10.5,13.2,1.3,10.7,4.6,0.4,3,1.0333333333333334,False
yjaG,4197527.0,4198117.0,ECK3991,b3999,118.7,223.0,1.9,112.4,192.6,1.7,125.2,187.8,1.5,3,1.7,False
yjaH,4198589.0,4199284.0,ECK3993,b4001,213.9,79.2,0.4,204.3,72.2,0.4,180.5,79.7,0.4,3,0.4000000000000001,False
yjaZ,4187809.0,4188348.0,ECK3980,b3989,16.7,2.2,0.1,12.1,4.7,0.4,13.3,15.2,1.1,3,0.5333333333333333,False
yjbB,4225754.0,4227385.0,ECK4012,b4020,21.8,15.0,0.7,28.1,18.0,0.6,20.2,17.6,0.9,3,0.7333333333333333,False
yjbD,4229654.0,4229382.0,ECK4015,b4023,74.2,228.9,3.1,37.7,79.7,2.1,39.3,90.3,2.3,3,2.5,False
yjbE,4233929.0,4234171.0,ECK4018,b4026,11.1,12.8,1.2,11.5,27.6,2.4,21.3,25.4,1.2,3,1.5999999999999999,False
yjbF,4234285.0,4234923.0,ECK4019,b4027,2.1,0.6,0.3,1.5,0.0,0.0,1.9,1.6,0.9,3,0.39999999999999997,False
yjbG,4234920.0,4235657.0,ECK4020,b4028,2.4,0.0,0.0,2.5,1.1,0.4,0.0,0.0,,2,0.2,False
yjbH,4235657.0,4237753.0,ECK4021,b4029,1.5,0.8,0.6,4.0,0.0,0.0,4.0,1.5,0.4,3,0.3333333333333333,False
yjbI,4248978.0,4250306.0,ECK4030,b4038,1.4,0.0,0.0,0.7,0.0,0.0,0.9,0.0,0.0,3,0.0,False
yjbJ,4257260.0,4257469.0,ECK4037,b4045,81.4,81.6,1.0,106.9,35.9,0.3,183.7,63.6,0.3,3,0.5333333333333333,False
yjbL,4258344.0,4258598.0,ECK4039,b4047,1.8,0.0,0.0,0.0,0.0,,0.0,0.0,,1,0.0,False
yjbM,4258622.0,4259329.0,ECK4040,b4048,0.6,1.9,3.0,4.0,1.2,0.3,2.2,4.4,1.9,3,1.7333333333333332,False
yjbQ,4268261.0,4268677.0,ECK4048,b4056,66.9,71.9,1.1,62.8,22.1,0.4,53.4,22.2,0.4,3,0.6333333333333333,False
yjbR,4268681.0,4269037.0,ECK4049,b4057,52.9,108.0,2.0,34.1,75.0,2.2,42.3,54.7,1.3,3,1.8333333333333333,False
yjbS,4267035.0,4266832.0,ECK4429,b4621,0.0,1.0,,0.0,0.0,,1.9,0.0,0.0,1,0.0,False
yjbT,4238078.0,4237800.0,ECK4428,b4620,3.2,0.0,0.0,0.0,0.0,,0.0,0.0,,1,0.0,False
yjcB,4273064.0,4272783.0,ECK4052,b4060,39.9,44.2,1.1,69.6,80.1,1.2,57.8,51.0,0.9,3,1.0666666666666667,False
yjcC,4273494.0,4275080.0,ECK4053,b4061,4.5,4.7,1.0,2.4,2.1,0.9,3.0,1.3,0.4,3,0.7666666666666666,False
yjcE,4278003.0,4279652.0,ECK4058,b4065,55.6,54.2,1.0,40.8,25.4,0.6,45.3,34.9,0.8,3,0.8000000000000002,False
yjcF,4281098.0,4279806.0,ECK4059,b4066,1.0,0.6,0.6,2.2,0.0,0.0,1.2,0.0,0.0,3,0.19999999999999998,False
yjcH,4283236.0,4282922.0,ECK4061,b4068,4.3,1.9,0.4,0.0,5.3,,2.5,0.0,0.0,2,0.2,False
yjcO,4295148.0,4294459.0,ECK4071,b4078,30.0,22.9,0.8,19.0,12.1,0.6,25.4,26.8,1.1,3,0.8333333333333334,False
yjcS,4304620.0,4302635.0,ECK4076,b4083,1.8,0.0,0.0,0.5,0.4,0.9,0.8,0.0,0.0,3,0.3,False
yjcZ,4327383.0,4328261.0,ECK4103,b4110,120.3,46.5,0.4,94.7,24.8,0.3,121.7,31.6,0.3,3,0.3333333333333333,False
yjdC,4361331.0,4360756.0,ECK4129,b4135,60.1,41.6,0.7,61.7,36.3,0.6,50.4,41.0,0.8,3,0.6999999999999998,False
yjdF,4343581.0,4342952.0,ECK4114,b4121,12.1,18.5,1.5,5.9,15.9,2.7,8.2,11.4,1.4,3,1.8666666666666665,False
yjdI,4349866.0,4350096.0,ECK4119,b4126,21.4,21.1,1.0,8.1,7.2,0.9,1.7,4.4,2.6,3,1.5,False
yjdJ,4350108.0,4350380.0,ECK4120,b4127,28.0,30.7,1.1,6.9,9.2,1.3,2.9,3.8,1.3,3,1.2333333333333334,False
yjdL,4354434.0,4352977.0,ECK4124,b4130,6.5,1.9,0.3,6.4,0.6,0.1,4.6,5.6,1.2,3,0.5333333333333333,False
yjdM,4324757.0,4324422.0,ECK4101,b4108,72.3,678.5,9.4,80.7,655.2,8.1,76.9,501.5,6.5,3,8.0,False
yjdN,4323764.0,4323321.0,ECK4100,b4107,1.0,0.4,0.4,2.1,0.0,0.0,0.9,2.3,2.6,3,1.0,False
yjdP,4311891.0,4312220.0,ECK4084,b4487,34.1,44.8,1.3,53.9,58.3,1.1,50.6,40.5,0.8,3,1.0666666666666667,False
yjeF,4392089.0,4393636.0,ECK4163,b4167,34.9,25.9,0.7,39.9,11.9,0.3,41.1,22.6,0.5,3,0.5,False
yjeH,4368435.0,4367179.0,ECK4135,b4141,17.9,8.7,0.5,17.9,6.0,0.3,19.6,13.1,0.7,3,0.5,False
yjeI,4370832.0,4371185.0,ECK4138,b4144,435.9,1123.1,2.6,396.3,681.0,1.7,361.7,685.0,1.9,3,2.0666666666666664,False
yjeJ,4372257.0,4371388.0,ECK4139,b4145,7.8,7.4,1.0,11.8,1.9,0.2,7.8,3.5,0.5,3,0.5666666666666667,False
yjeM,4381862.0,4383364.0,ECK4152,b4156,7.8,2.3,0.3,8.7,4.5,0.5,10.1,2.1,0.2,3,0.3333333333333333,False
yjeN,4383416.0,4383730.0,ECK4153,b4157,4.3,2.5,0.6,14.8,0.0,0.0,5.0,0.0,0.0,3,0.19999999999999998,False
yjeO,4383727.0,4384041.0,ECK4154,b4158,4.3,0.6,0.1,3.0,2.7,0.9,6.3,3.3,0.5,3,0.5,False
yjeT,4402409.0,4402606.0,ECK4172,b4176,34.1,78.7,2.3,28.3,101.5,3.6,16.1,67.5,4.2,3,3.366666666666667,False
yjeV,4390915.0,4390968.0,ECK4485,b4670,0.0,0.0,,52.0,0.0,0.0,14.7,0.0,0.0,2,0.0,False
yjfC,4411051.0,4412214.0,ECK4182,b4186,1.5,0.5,0.3,1.6,0.0,0.0,2.7,0.0,0.0,3,0.09999999999999999,False
yjfF,4451606.0,4452601.0,ECK4226,b4231,5.0,1.6,0.3,1.9,2.5,1.3,4.8,5.2,1.1,3,0.9,False
yjfI,4408156.0,4408557.0,ECK4177,b4181,3.4,1.0,0.3,0.0,0.0,,2.0,0.0,0.0,2,0.15,False
yjfJ,4408576.0,4409274.0,ECK4178,b4182,2.6,0.8,0.3,6.7,2.4,0.4,3.4,4.4,1.3,3,0.6666666666666666,False
yjfK,4409325.0,4409984.0,ECK4179,b4183,3.4,0.0,0.0,1.4,0.0,0.0,3.0,0.0,0.0,3,0.0,False
yjfL,4410002.0,4410400.0,ECK4180,b4184,1.1,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,2,0.0,False
yjfM,4410410.0,4411048.0,ECK4181,b4185,1.4,0.0,0.0,4.4,0.0,0.0,4.4,0.0,0.0,3,0.0,False
yjfN,4414315.0,4414040.0,ECK4184,b4188,6.5,2.8,0.4,23.7,3.0,0.1,4.3,0.0,0.0,3,0.16666666666666666,False
yjfP,4414975.0,4415724.0,ECK4186,b4190,22.8,56.9,2.5,17.5,40.2,2.3,12.2,30.1,2.5,3,2.433333333333333,False
yjfY,4422814.0,4422539.0,ECK4195,b4199,3.3,1.4,0.4,3.4,0.0,0.0,1.4,3.7,2.6,3,1.0,False
yjfZ,4425445.0,4424651.0,ECK4200,b4204,1.1,7.6,6.7,3.5,6.3,1.8,4.0,0.0,0.0,3,2.8333333333333335,False
yjgA,4455888.0,4455337.0,ECK4229,b4234,390.4,456.1,1.2,488.0,553.5,1.1,612.3,787.4,1.3,3,1.2,False
yjgH,4471232.0,4470837.0,ECK4242,b4248,4.5,6.9,1.5,2.4,8.5,3.6,3.0,10.4,3.4,3,2.8333333333333335,False
yjgL,4473460.0,4475274.0,ECK4246,b4253,4.7,4.2,0.9,2.1,1.8,0.9,4.4,0.6,0.1,3,0.6333333333333334,False
yjgM,4477560.0,4477057.0,ECK4249,b4256,52.7,117.8,2.2,50.1,106.3,2.1,41.0,130.5,3.2,3,2.5000000000000004,False
yjgN,4477753.0,4478949.0,ECK4250,b4257,1.9,0.7,0.3,2.3,0.0,0.0,2.3,1.7,0.7,3,0.3333333333333333,False
yjgR,4488086.0,4486584.0,ECK4256,b4263,19.8,16.3,0.8,15.6,10.6,0.7,9.8,10.3,1.0,3,0.8333333333333334,False
yjgW,4497622.0,4497957.0,ECK4265,b4274,0.0,0.6,,2.8,0.0,0.0,5.9,0.0,0.0,2,0.0,False
yjgZ,4499283.0,4499612.0,ECK4267,b4277,0.0,0.0,,5.7,0.0,0.0,0.0,0.0,,1,0.0,False
yjhB,4502081.0,4503298.0,ECK4269,b4279,4.1,3.8,0.9,5.4,2.7,0.5,4.2,1.7,0.4,3,0.6,False
yjhC,4503310.0,4504428.0,ECK4270,b4280,9.6,27.5,2.8,4.2,15.0,3.6,8.9,25.7,2.9,3,3.1,False
yjhD,4504879.0,4504649.0,ECK4271,b4281,9.7,0.0,0.0,12.1,0.0,0.0,8.6,0.0,0.0,3,0.0,False
yjhF,4520043.0,4518694.0,ECK4285,b4296,2.7,0.1,0.1,1.4,0.6,0.4,2.9,1.5,0.5,3,0.3333333333333333,False
yjhG,4522117.0,4520150.0,ECK4286,b4297,7.3,4.1,0.6,6.7,3.4,0.5,5.3,1.0,0.2,3,0.43333333333333335,False
yjhH,4523033.0,4522128.0,ECK4287,b4298,3.0,5.2,1.7,0.0,1.8,,2.6,3.4,1.3,2,1.5,False
yjhI,4523826.0,4523038.0,ECK4288,b4299,2.9,0.2,0.1,0.0,0.0,,0.5,0.0,0.0,2,0.05,False
yjhP,4531206.0,4530460.0,ECK4296,b4306,4.8,9.9,2.1,10.0,4.5,0.4,5.3,6.9,1.3,3,1.2666666666666666,False
yjhQ,4531807.0,4531262.0,ECK4297,b4307,3.3,8.9,2.7,6.9,7.7,1.1,2.2,7.5,3.4,3,2.4,False
yjhR,4533038.0,4534054.0,ECK4299,b4308,4.0,1.1,0.3,5.5,0.8,0.1,5.5,0.0,0.0,3,0.13333333333333333,False
yjhU,4518347.0,4517361.0,ECK4284,b4295,119.9,98.6,0.8,77.7,43.2,0.6,85.8,55.2,0.6,3,0.6666666666666666,False
yjhV,4507743.0,4508156.0,ECK4276,b4286,6.5,1.4,0.2,4.5,0.0,0.0,1.0,2.5,2.6,3,0.9333333333333335,False
yjhX,4532076.0,4531819.0,ECK4298,b4566,0.0,0.8,,3.6,0.0,0.0,0.0,4.0,,1,0.0,False
yjiA,4586888.0,4585932.0,ECK4342,b4352,45.1,88.7,2.0,24.4,48.1,2.0,25.8,45.1,1.8,3,1.9333333333333333,False
yjiC,4554343.0,4553513.0,ECK4316,b4325,1.6,1.6,1.0,1.1,0.0,0.0,1.4,1.2,0.9,3,0.6333333333333333,False
yjiG,4558023.0,4557562.0,ECK4320,b4329,15.6,0.8,0.1,18.2,5.4,0.3,18.9,6.7,0.4,3,0.26666666666666666,False
yjiH,4558703.0,4558020.0,ECK4321,b4330,2.0,0.6,0.3,4.1,2.4,0.6,0.6,1.5,2.6,3,1.1666666666666667,False
yjiJ,4560698.0,4559520.0,ECK4323,b4332,1.1,1.2,1.0,4.8,0.7,0.1,2.7,3.5,1.3,3,0.8000000000000002,False
yjiK,4561734.0,4560766.0,ECK4324,b4333,2.3,2.8,1.2,2.9,1.7,0.6,3.3,5.3,1.6,3,1.1333333333333333,False
yjiL,4562712.0,4561945.0,ECK4325,b4334,5.3,2.0,0.4,2.4,0.0,0.0,2.6,2.7,1.0,3,0.4666666666666666,False
yjiM,4563873.0,4562722.0,ECK4326,b4335,9.4,17.1,1.8,5.7,1.5,0.3,2.8,0.9,0.3,3,0.7999999999999999,False
